Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
2014-2015,19,64568,1933472,Los Angeles,Glendale Unified,Daily (Allan F.) High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,244.0,143.0,0.586065573770492,165.0,0.676229508196721,183.0,111.0,0.60655737704918,128.0,0.699453551912568,1
2014-2015,19,64568,1933530,Los Angeles,Glendale Unified,Glendale High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2582.0,1470.0,0.569326103795507,1764.0,0.683191324554609,2522.0,1429.0,0.566613798572561,1719.0,0.681601903251388,1
2014-2015,19,64568,1934082,Los Angeles,Glendale Unified,Herbert Hoover High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1719.0,944.0,0.549156486329261,1144.0,0.665503199534613,1690.0,925.0,0.547337278106509,1123.0,0.664497041420118,1
2014-2015,19,64568,1995497,Los Angeles,Glendale Unified,Verdugo Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,112.0,23.0,0.205357142857143,25.0,0.223214285714286,109.0,22.0,0.201834862385321,24.0,0.220183486238532,1
2014-2015,19,64568,1996131,Los Angeles,Glendale Unified,Anderson W. Clark Magnet High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1130.0,466.0,0.412389380530973,626.0,0.553982300884956,1121.0,460.0,0.410347903657449,620.0,0.553077609277431,1
2014-2015,19,64568,1996156,Los Angeles,Glendale Unified,Jewel City Community Day,Unified School District,District Community Day Schools,Community Day School,,0,,,0,7,10,4.0,3.0,0.75,4.0,1.0,4.0,3.0,0.75,4.0,1.0,1
2014-2015,19,64568,6013619,Los Angeles,Glendale Unified,Balboa Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,743.0,326.0,0.438761776581427,393.0,0.528936742934051,724.0,322.0,0.44475138121547,388.0,0.535911602209945,1
2014-2015,19,64568,6013627,Los Angeles,Glendale Unified,Cerritos Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,437.0,333.0,0.762013729977117,377.0,0.862700228832952,408.0,314.0,0.769607843137255,355.0,0.870098039215686,1
2014-2015,19,64568,6013635,Los Angeles,Glendale Unified,Columbus Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,626.0,397.0,0.634185303514377,487.0,0.777955271565495,577.0,368.0,0.637781629116118,453.0,0.785095320623917,1
2014-2015,19,64568,6013643,Los Angeles,Glendale Unified,Dunsmore Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,415.0,44.0,0.106024096385542,59.0,0.142168674698795,415.0,44.0,0.106024096385542,59.0,0.142168674698795,1
2014-2015,19,64568,6013650,Los Angeles,Glendale Unified,Thomas Edison Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,862.0,485.0,0.562645011600928,587.0,0.680974477958237,862.0,485.0,0.562645011600928,587.0,0.680974477958237,1
2014-2015,19,64568,6013676,Los Angeles,Glendale Unified,Benjamin Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,636.0,119.0,0.187106918238994,159.0,0.25,634.0,119.0,0.187697160883281,159.0,0.250788643533123,1
2014-2015,19,64568,6013684,Los Angeles,Glendale Unified,John C. Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,690.0,115.0,0.166666666666667,156.0,0.226086956521739,690.0,115.0,0.166666666666667,156.0,0.226086956521739,1
2014-2015,19,64568,6013692,Los Angeles,Glendale Unified,Glenoaks Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,556.0,138.0,0.248201438848921,177.0,0.318345323741007,542.0,134.0,0.247232472324723,171.0,0.31549815498155,1
2014-2015,19,64568,6013718,Los Angeles,Glendale Unified,Thomas Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,629.0,389.0,0.618441971383148,486.0,0.772655007949126,627.0,388.0,0.618819776714514,485.0,0.773524720893142,1
2014-2015,19,64568,6013726,Los Angeles,Glendale Unified,Mark Keppel Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,998.0,295.0,0.295591182364729,409.0,0.409819639278557,997.0,294.0,0.294884653961886,408.0,0.409227683049147,1
2014-2015,19,64568,6013734,Los Angeles,Glendale Unified,La Crescenta Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,503.0,101.0,0.200795228628231,142.0,0.282306163021869,491.0,98.0,0.19959266802444,139.0,0.283095723014257,1
2014-2015,19,64568,6013742,Los Angeles,Glendale Unified,Abraham Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,474.0,75.0,0.158227848101266,112.0,0.236286919831224,474.0,75.0,0.158227848101266,112.0,0.236286919831224,1
2014-2015,19,64568,6013767,Los Angeles,Glendale Unified,Horace Mann Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,678.0,563.0,0.830383480825959,626.0,0.92330383480826,663.0,551.0,0.831070889894419,614.0,0.926093514328809,1
2014-2015,19,64568,6013775,Los Angeles,Glendale Unified,John Marshall Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,536.0,385.0,0.718283582089552,457.0,0.852611940298507,506.0,374.0,0.739130434782609,438.0,0.865612648221344,1
2014-2015,19,64568,6013783,Los Angeles,Glendale Unified,Monte Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,694.0,48.0,0.069164265129683,72.0,0.103746397694525,694.0,48.0,0.069164265129683,72.0,0.103746397694525,1
2014-2015,19,64568,6013809,Los Angeles,Glendale Unified,Mountain Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,555.0,47.0,0.0846846846846847,62.0,0.111711711711712,555.0,47.0,0.0846846846846847,62.0,0.111711711711712,1
2014-2015,19,64568,6013817,Los Angeles,Glendale Unified,John Muir Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,848.0,558.0,0.658018867924528,642.0,0.757075471698113,829.0,549.0,0.662243667068758,630.0,0.759951749095296,1
2014-2015,19,64568,6013825,Los Angeles,Glendale Unified,Valley View Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,406.0,39.0,0.0960591133004926,56.0,0.137931034482759,380.0,35.0,0.0921052631578947,50.0,0.131578947368421,1
2014-2015,19,64568,6013833,Los Angeles,Glendale Unified,Verdugo Woodlands Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,818.0,128.0,0.156479217603912,176.0,0.215158924205379,816.0,128.0,0.156862745098039,176.0,0.215686274509804,1
2014-2015,19,64568,6013841,Los Angeles,Glendale Unified,R. D. White Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,935.0,468.0,0.500534759358289,574.0,0.613903743315508,933.0,468.0,0.501607717041801,574.0,0.615219721329046,1
2014-2015,19,64568,6057715,Los Angeles,Glendale Unified,Theodore Roosevelt Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,801.0,601.0,0.750312109862672,691.0,0.862671660424469,801.0,601.0,0.750312109862672,691.0,0.862671660424469,1
2014-2015,19,64568,6057723,Los Angeles,Glendale Unified,Eleanor J. Toll Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1156.0,616.0,0.532871972318339,758.0,0.655709342560554,1156.0,616.0,0.532871972318339,758.0,0.655709342560554,1
2014-2015,19,64568,6061303,Los Angeles,Glendale Unified,Rosemont Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,1269.0,173.0,0.136327817178881,250.0,0.197005516154452,1269.0,173.0,0.136327817178881,250.0,0.197005516154452,1
2014-2015,19,64568,6061311,Los Angeles,Glendale Unified,Woodrow Wilson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1183.0,561.0,0.474218089602705,699.0,0.590870667793745,1183.0,561.0,0.474218089602705,699.0,0.590870667793745,1
2014-2015,19,64568,6099022,Los Angeles,Glendale Unified,College View,Unified School District,Special Education Schools (Public),Special Education School,,0,,,0,K,12,163.0,39.0,0.239263803680982,47.0,0.288343558282209,55.0,24.0,0.436363636363636,29.0,0.527272727272727,1
2014-2015,19,64576,0000001,Los Angeles,Glendora Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,14.0,1.0,0.0714285714285714,1.0,0.0714285714285714,12.0,1.0,0.0833333333333333,1.0,0.0833333333333333,1
2014-2015,19,64576,1933597,Los Angeles,Glendora Unified,Glendora High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2597.0,409.0,0.157489410858683,528.0,0.203311513284559,2496.0,390.0,0.15625,505.0,0.202323717948718,1
2014-2015,19,64576,1939677,Los Angeles,Glendora Unified,Whitcomb Continuation High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,75.0,29.0,0.386666666666667,35.0,0.466666666666667,57.0,24.0,0.421052631578947,29.0,0.508771929824562,1
2014-2015,19,64576,6013866,Los Angeles,Glendora Unified,Cullen Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,693.0,95.0,0.137085137085137,132.0,0.19047619047619,679.0,94.0,0.138438880706922,129.0,0.189985272459499,1
2014-2015,19,64576,6013882,Los Angeles,Glendora Unified,La Fetra Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,770.0,157.0,0.203896103896104,225.0,0.292207792207792,760.0,157.0,0.206578947368421,224.0,0.294736842105263,1
2014-2015,19,64576,6013908,Los Angeles,Glendora Unified,Sellers Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,627.0,70.0,0.111642743221691,108.0,0.172248803827751,627.0,70.0,0.111642743221691,108.0,0.172248803827751,1
2014-2015,19,64576,6013916,Los Angeles,Glendora Unified,Stanton Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,571.0,280.0,0.490367775831874,381.0,0.667250437828371,560.0,275.0,0.491071428571429,372.0,0.664285714285714,1
2014-2015,19,64576,6013924,Los Angeles,Glendora Unified,Sutherland Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,575.0,104.0,0.180869565217391,132.0,0.229565217391304,560.0,100.0,0.178571428571429,125.0,0.223214285714286,1
2014-2015,19,64576,6057731,Los Angeles,Glendora Unified,Goddard Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,915.0,99.0,0.108196721311475,128.0,0.139890710382514,915.0,99.0,0.108196721311475,128.0,0.139890710382514,1
2014-2015,19,64576,6061329,Los Angeles,Glendora Unified,Sandburg Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,896.0,281.0,0.313616071428571,385.0,0.4296875,896.0,281.0,0.313616071428571,385.0,0.4296875,1
2014-2015,19,64584,1996305,Los Angeles,Gorman Elementary,Gorman Learning Center,Elementary School District,K-12 Schools (Public),Traditional,,1,0285,Directly funded,1,K,12,1947.0,476.0,0.244478685156651,685.0,0.351823317925013,1894.0,458.0,0.24181626187962,660.0,0.348468848996832,1
2014-2015,19,64584,6013940,Los Angeles,Gorman Elementary,Gorman Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,103.0,50.0,0.485436893203883,57.0,0.553398058252427,101.0,49.0,0.485148514851485,56.0,0.554455445544555,1
2014-2015,19,64592,0000001,Los Angeles,Hawthorne,"Nonpublic, Nonsectarian Schools",Elementary School District,,,,,,,,,,3.0,2.0,0.666666666666667,2.0,0.666666666666667,3.0,2.0,0.666666666666667,2.0,0.666666666666667,1
2014-2015,19,64592,0100354,Los Angeles,Hawthorne,Hawthorne Math and Science Academy,Elementary School District,High Schools (Public),Traditional,Breakfast Provision 2,1,0523,Locally funded,0,9,12,565.0,373.0,0.660176991150443,434.0,0.768141592920354,559.0,370.0,0.661896243291592,431.0,0.771019677996422,1
2014-2015,19,64592,6013957,Los Angeles,Hawthorne,Eucalyptus,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,5,1040.0,826.0,0.794230769230769,930.0,0.894230769230769,1024.0,813.0,0.7939453125,915.0,0.8935546875,1
2014-2015,19,64592,6013965,Los Angeles,Hawthorne,Hawthorne Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,0,,,0,6,8,910.0,657.0,0.721978021978022,738.0,0.810989010989011,910.0,657.0,0.721978021978022,738.0,0.810989010989011,1
2014-2015,19,64592,6013973,Los Angeles,Hawthorne,Jefferson,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,5,592.0,462.0,0.780405405405405,523.0,0.883445945945946,577.0,452.0,0.783362218370884,511.0,0.885615251299827,1
2014-2015,19,64592,6013981,Los Angeles,Hawthorne,Ramona,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,5,741.0,465.0,0.62753036437247,565.0,0.762483130904184,740.0,464.0,0.627027027027027,564.0,0.762162162162162,1
2014-2015,19,64592,6013999,Los Angeles,Hawthorne,Washington,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,5,724.0,597.0,0.824585635359116,658.0,0.908839779005525,707.0,583.0,0.824611032531825,643.0,0.90947666195191,1
2014-2015,19,64592,6014013,Los Angeles,Hawthorne,York,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,5,629.0,513.0,0.815580286168522,572.0,0.909379968203498,607.0,494.0,0.813838550247117,551.0,0.907742998352554,1
2014-2015,19,64592,6014021,Los Angeles,Hawthorne,Bud Carson Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,0,,,0,6,8,758.0,604.0,0.796833773087071,657.0,0.866754617414248,758.0,604.0,0.796833773087071,657.0,0.866754617414248,1
2014-2015,19,64592,6014039,Los Angeles,Hawthorne,Zela Davis,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,5,1223.0,1032.0,0.843826655764514,1118.0,0.91414554374489,1207.0,1019.0,0.844241922120961,1105.0,0.915492957746479,1
2014-2015,19,64592,6115265,Los Angeles,Hawthorne,Prairie Vista Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,0,,,0,6,8,936.0,734.0,0.784188034188034,809.0,0.864316239316239,936.0,734.0,0.784188034188034,809.0,0.864316239316239,1
2014-2015,19,64592,6117246,Los Angeles,Hawthorne,Kornblum,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,5,688.0,582.0,0.845930232558139,630.0,0.915697674418605,680.0,574.0,0.844117647058824,622.0,0.914705882352941,1
2014-2015,19,64600,0000001,Los Angeles,Hermosa Beach City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,,,,,,,,,,3.0,,,,,3.0,,,,,1
2014-2015,19,64600,6014047,Los Angeles,Hermosa Beach City Elementary,Hermosa View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,2,485.0,8.0,0.0164948453608247,8.0,0.0164948453608247,463.0,7.0,0.0151187904967603,7.0,0.0151187904967603,1
2014-2015,19,64600,6095434,Los Angeles,Hermosa Beach City Elementary,Hermosa Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,3,8,991.0,27.0,0.0272452068617558,28.0,0.0282542885973764,991.0,27.0,0.0272452068617558,28.0,0.0282542885973764,1
2014-2015,19,64626,6014427,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,Hughes-Elizabeth Lakes,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,223.0,70.0,0.31390134529148,98.0,0.439461883408072,218.0,69.0,0.31651376146789,96.0,0.440366972477064,1
2014-2015,19,64634,0000001,Los Angeles,Inglewood Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,70.0,7.0,0.1,7.0,0.1,49.0,5.0,0.102040816326531,5.0,0.102040816326531,1
2014-2015,19,64634,0101667,Los Angeles,Inglewood Unified,Wilder's Preparatory Academy Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0582,Directly funded,1,K,5,388.0,245.0,0.631443298969072,299.0,0.770618556701031,387.0,244.0,0.630490956072351,298.0,0.770025839793282,1
2014-2015,19,64634,0116822,Los Angeles,Inglewood Unified,Wilder's Preparatory Academy Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0977,Directly funded,1,6,8,209.0,118.0,0.564593301435407,155.0,0.741626794258373,209.0,118.0,0.564593301435407,155.0,0.741626794258373,1
2014-2015,19,64634,0119552,Los Angeles,Inglewood Unified,Today's Fresh Start Charter School Inglewood,Unified School District,Elementary Schools (Public),Traditional,,1,1075,Directly funded,1,K,6,366.0,267.0,0.729508196721311,327.0,0.89344262295082,359.0,261.0,0.727019498607242,320.0,0.891364902506964,1
2014-2015,19,64634,0120303,Los Angeles,Inglewood Unified,ICEF Inglewood Elementary Charter Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1121,Directly funded,1,K,5,363.0,295.0,0.81267217630854,326.0,0.898071625344353,358.0,290.0,0.810055865921788,321.0,0.896648044692737,1
2014-2015,19,64634,0120311,Los Angeles,Inglewood Unified,ICEF Inglewood Middle Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1122,Directly funded,1,6,8,212.0,150.0,0.707547169811321,173.0,0.816037735849057,211.0,149.0,0.706161137440758,172.0,0.815165876777251,1
2014-2015,19,64634,0121186,Los Angeles,Inglewood Unified,Children of Promise Preparatory Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1137,Directly funded,1,K,6,264.0,209.0,0.791666666666667,252.0,0.954545454545455,256.0,201.0,0.78515625,244.0,0.953125,1
2014-2015,19,64634,0128991,Los Angeles,Inglewood Unified,Grace Hopper STEM Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1612,Directly funded,1,6,8,75.0,74.0,0.986666666666667,75.0,1.0,75.0,74.0,0.986666666666667,75.0,1.0,1
2014-2015,19,64634,1934231,Los Angeles,Inglewood Unified,Inglewood High,Unified School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,1207.0,713.0,0.590720795360398,760.0,0.629660314830157,1135.0,674.0,0.593832599118943,719.0,0.633480176211454,1
2014-2015,19,64634,1934249,Los Angeles,Inglewood Unified,Inglewood Continuation High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,97.0,76.0,0.783505154639175,79.0,0.814432989690722,83.0,66.0,0.795180722891566,69.0,0.831325301204819,1
2014-2015,19,64634,1936046,Los Angeles,Inglewood Unified,Morningside High,Unified School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,965.0,734.0,0.760621761658031,801.0,0.830051813471503,901.0,684.0,0.759156492785794,749.0,0.831298557158713,1
2014-2015,19,64634,1996529,Los Angeles,Inglewood Unified,City Honors College Preparatory Academy,Unified School District,High Schools (Public),Traditional,Provision 2,0,,,0,10,12,227.0,104.0,0.458149779735683,122.0,0.537444933920705,220.0,102.0,0.463636363636364,119.0,0.540909090909091,1
2014-2015,19,64634,1996586,Los Angeles,Inglewood Unified,Animo Inglewood Charter High,Unified School District,High Schools (Public),Traditional,,1,0432,Directly funded,1,9,12,633.0,491.0,0.77567140600316,569.0,0.898894154818325,614.0,477.0,0.776872964169381,552.0,0.899022801302932,1
2014-2015,19,64634,6014435,Los Angeles,Inglewood Unified,Bennett/Kew Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,505.0,395.0,0.782178217821782,428.0,0.847524752475248,495.0,392.0,0.791919191919192,425.0,0.858585858585859,1
2014-2015,19,64634,6014443,Los Angeles,Inglewood Unified,Worthington Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,497.0,371.0,0.746478873239437,404.0,0.812877263581489,491.0,368.0,0.74949083503055,401.0,0.816700610997963,1
2014-2015,19,64634,6014450,Los Angeles,Inglewood Unified,Centinela Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,704.0,520.0,0.738636363636364,563.0,0.799715909090909,703.0,520.0,0.739687055476529,563.0,0.800853485064011,1
2014-2015,19,64634,6014476,Los Angeles,Inglewood Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,719.0,548.0,0.762169680111266,594.0,0.826147426981919,709.0,545.0,0.768688293370945,591.0,0.833568406205924,1
2014-2015,19,64634,6014492,Los Angeles,Inglewood Unified,Kelso (William H.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,650.0,483.0,0.743076923076923,536.0,0.824615384615385,638.0,478.0,0.749216300940439,529.0,0.829153605015674,1
2014-2015,19,64634,6014518,Los Angeles,Inglewood Unified,La Tijera K-8 Academy of Excellence,Unified School District,Elementary Schools (Public),Traditional,Provision 2,1,1591,Locally funded,0,K,8,717.0,484.0,0.675034867503487,568.0,0.792189679218968,704.0,476.0,0.676136363636364,558.0,0.792613636363636,1
2014-2015,19,64634,6014526,Los Angeles,Inglewood Unified,Lane (Warren) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,341.0,245.0,0.718475073313783,264.0,0.774193548387097,333.0,241.0,0.723723723723724,260.0,0.780780780780781,1
2014-2015,19,64634,6014534,Los Angeles,Inglewood Unified,Oak Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,729.0,525.0,0.720164609053498,591.0,0.810699588477366,717.0,520.0,0.725244072524407,586.0,0.817294281729428,1
2014-2015,19,64634,6014542,Los Angeles,Inglewood Unified,Parent (Frank D.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,634.0,300.0,0.473186119873817,341.0,0.537854889589905,625.0,300.0,0.48,341.0,0.5456,1
2014-2015,19,64634,6014559,Los Angeles,Inglewood Unified,Payne (Beulah) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,771.0,586.0,0.760051880674449,638.0,0.827496757457847,758.0,584.0,0.770448548812665,636.0,0.839050131926121,1
2014-2015,19,64634,6014575,Los Angeles,Inglewood Unified,Woodworth (Clyde) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,385.0,281.0,0.72987012987013,285.0,0.74025974025974,374.0,277.0,0.740641711229947,281.0,0.751336898395722,1
2014-2015,19,64634,6057749,Los Angeles,Inglewood Unified,Crozier (George W.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,0,,,0,7,9,706.0,478.0,0.677053824362606,530.0,0.75070821529745,706.0,478.0,0.677053824362606,530.0,0.75070821529745,1
2014-2015,19,64634,6057756,Los Angeles,Inglewood Unified,Monroe (Albert F.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,0,,,0,7,8,633.0,494.0,0.780410742496051,531.0,0.838862559241706,633.0,494.0,0.780410742496051,531.0,0.838862559241706,1
2014-2015,19,64634,6098768,Los Angeles,Inglewood Unified,Hudnall (Claude) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,402.0,299.0,0.743781094527363,323.0,0.803482587064677,391.0,296.0,0.757033248081842,319.0,0.815856777493606,1
2014-2015,19,64642,0120956,Los Angeles,Keppel Union Elementary,Desert View Community Day,Elementary School District,District Community Day Schools,Community Day School,,0,,,0,K,8,5.0,4.0,0.8,4.0,0.8,5.0,4.0,0.8,4.0,0.8,1
2014-2015,19,64642,6014583,Los Angeles,Keppel Union Elementary,Keppel Academy,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,5,8,380.0,246.0,0.647368421052632,291.0,0.765789473684211,380.0,246.0,0.647368421052632,291.0,0.765789473684211,1
2014-2015,19,64642,6014591,Los Angeles,Keppel Union Elementary,Alpine Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,462.0,368.0,0.796536796536797,403.0,0.872294372294372,462.0,368.0,0.796536796536797,403.0,0.872294372294372,1
2014-2015,19,64642,6014609,Los Angeles,Keppel Union Elementary,Antelope Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,397.0,328.0,0.826196473551637,343.0,0.863979848866499,380.0,313.0,0.823684210526316,328.0,0.863157894736842,1
2014-2015,19,64642,6105969,Los Angeles,Keppel Union Elementary,Lake Los Angeles Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,493.0,372.0,0.754563894523327,421.0,0.85395537525355,493.0,372.0,0.754563894523327,421.0,0.85395537525355,1
2014-2015,19,64642,6106272,Los Angeles,Keppel Union Elementary,Daisy Gibson Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,557.0,462.0,0.829443447037702,507.0,0.910233393177738,557.0,462.0,0.829443447037702,507.0,0.910233393177738,1
2014-2015,19,64642,6108542,Los Angeles,Keppel Union Elementary,Pearblossom Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,347.0,224.0,0.645533141210375,246.0,0.708933717579251,347.0,224.0,0.645533141210375,246.0,0.708933717579251,1
2014-2015,19,64659,0000001,Los Angeles,La Canada Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,14.0,1.0,0.0714285714285714,1.0,0.0714285714285714,11.0,1.0,0.0909090909090909,1.0,0.0909090909090909,1
2014-2015,19,64659,1934611,Los Angeles,La Canada Unified,La Canada High,Unified School District,High Schools (Public),Traditional,,0,,,0,7,12,2102.0,12.0,0.00570884871550904,22.0,0.0104662226450999,2056.0,11.0,0.00535019455252918,21.0,0.0102140077821012,1
2014-2015,19,64659,6014633,Los Angeles,La Canada Unified,La Canada Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,663.0,8.0,0.0120663650075415,11.0,0.0165912518853695,644.0,8.0,0.0124223602484472,11.0,0.0170807453416149,1
2014-2015,19,64659,6014658,Los Angeles,La Canada Unified,Palm Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,580.0,7.0,0.0120689655172414,9.0,0.0155172413793103,580.0,7.0,0.0120689655172414,9.0,0.0155172413793103,1
2014-2015,19,64659,6014666,Los Angeles,La Canada Unified,Paradise Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,699.0,5.0,0.00715307582260372,7.0,0.0100143061516452,699.0,5.0,0.00715307582260372,7.0,0.0100143061516452,1
2014-2015,19,64667,0106070,Los Angeles,Lancaster Elementary,Endeavour Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,773.0,424.0,0.548512289780078,495.0,0.640362225097025,773.0,424.0,0.548512289780078,495.0,0.640362225097025,1
2014-2015,19,64667,0119313,Los Angeles,Lancaster Elementary,John and Jacquelyn Miller Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,643.0,396.0,0.615863141524106,439.0,0.682737169517885,631.0,387.0,0.613312202852615,430.0,0.681458003169572,1
2014-2015,19,64667,0123174,Los Angeles,Lancaster Elementary,Life Source International Charter,Elementary School District,Elementary Schools (Public),Traditional,,1,1225,Directly funded,1,K,6,390.0,248.0,0.635897435897436,262.0,0.671794871794872,386.0,246.0,0.637305699481865,260.0,0.673575129533679,1
