Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
2014-2015,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2548.0,393.0,0.154238618524333,513.0,0.201334379905808,2457.0,372.0,0.151404151404151,488.0,0.198616198616199,1
2014-2015,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,205.0,66.0,0.321951219512195,83.0,0.404878048780488,161.0,54.0,0.335403726708075,68.0,0.422360248447205,1
2014-2015,30,73635,3030244,Orange,Saddleback Valley Unified,Laguna Hills High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1642.0,344.0,0.209500609013398,450.0,0.274056029232643,1580.0,333.0,0.210759493670886,436.0,0.275949367088608,1
2014-2015,30,73635,3030392,Orange,Saddleback Valley Unified,Trabuco Hills High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2960.0,283.0,0.0956081081081081,414.0,0.139864864864865,2873.0,271.0,0.0943264879916464,398.0,0.138531152105813,1
2014-2015,30,73635,3030509,Orange,Saddleback Valley Unified,Mira Monte High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,9,12,51.0,4.0,0.0784313725490196,5.0,0.0980392156862745,44.0,3.0,0.0681818181818182,3.0,0.0681818181818182,1
2014-2015,30,73635,3034956,Orange,Saddleback Valley Unified,Mission Viejo High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2438.0,333.0,0.136587366694011,433.0,0.17760459392945,2356.0,328.0,0.139219015280136,421.0,0.178692699490662,1
2014-2015,30,73635,6030142,Orange,Saddleback Valley Unified,La Paz Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,862.0,133.0,0.154292343387471,176.0,0.204176334106728,862.0,133.0,0.154292343387471,176.0,0.204176334106728,1
2014-2015,30,73635,6030159,Orange,Saddleback Valley Unified,Linda Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,392.0,259.0,0.660714285714286,298.0,0.760204081632653,392.0,259.0,0.660714285714286,298.0,0.760204081632653,1
2014-2015,30,73635,6030175,Orange,Saddleback Valley Unified,Olivewood Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,490.0,308.0,0.628571428571429,371.0,0.757142857142857,453.0,289.0,0.637969094922737,346.0,0.763796909492274,1
2014-2015,30,73635,6030183,Orange,Saddleback Valley Unified,Ralph A. Gates Elementary,Unified School District,Elementary Schools (Public),Traditional,,1,0157,Locally funded,0,K,6,1059.0,528.0,0.498583569405099,623.0,0.588290840415486,1059.0,528.0,0.498583569405099,623.0,0.588290840415486,1
2014-2015,30,73635,6030530,Orange,Saddleback Valley Unified,Trabuco Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,66.0,17.0,0.257575757575758,24.0,0.363636363636364,66.0,17.0,0.257575757575758,24.0,0.363636363636364,1
2014-2015,30,73635,6066872,Orange,Saddleback Valley Unified,Valencia Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,714.0,84.0,0.117647058823529,103.0,0.144257703081232,714.0,84.0,0.117647058823529,103.0,0.144257703081232,1
2014-2015,30,73635,6068639,Orange,Saddleback Valley Unified,Cordillera Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,644.0,149.0,0.231366459627329,198.0,0.307453416149068,644.0,149.0,0.231366459627329,198.0,0.307453416149068,1
2014-2015,30,73635,6071153,Orange,Saddleback Valley Unified,Del Cerro Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,514.0,89.0,0.173151750972763,129.0,0.250972762645914,514.0,89.0,0.173151750972763,129.0,0.250972762645914,1
2014-2015,30,73635,6071161,Orange,Saddleback Valley Unified,Los Alisos Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,948.0,330.0,0.348101265822785,455.0,0.479957805907173,948.0,330.0,0.348101265822785,455.0,0.479957805907173,1
2014-2015,30,73635,6085336,Orange,Saddleback Valley Unified,De Portola Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,571.0,34.0,0.0595446584938704,46.0,0.0805604203152364,571.0,34.0,0.0595446584938704,46.0,0.0805604203152364,1
2014-2015,30,73635,6085351,Orange,Saddleback Valley Unified,Santiago Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,449.0,151.0,0.33630289532294,201.0,0.447661469933185,449.0,151.0,0.33630289532294,201.0,0.447661469933185,1
2014-2015,30,73635,6089494,Orange,Saddleback Valley Unified,Montevideo Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,472.0,85.0,0.180084745762712,109.0,0.23093220338983,470.0,83.0,0.176595744680851,107.0,0.227659574468085,1
2014-2015,30,73635,6089502,Orange,Saddleback Valley Unified,Glen Yermo Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,388.0,171.0,0.440721649484536,224.0,0.577319587628866,338.0,156.0,0.461538461538462,205.0,0.606508875739645,1
2014-2015,30,73635,6089510,Orange,Saddleback Valley Unified,Esperanza,Unified School District,Special Education Schools (Public),Special Education School,,0,,,0,7,12,115.0,24.0,0.208695652173913,28.0,0.243478260869565,27.0,6.0,0.222222222222222,8.0,0.296296296296296,1
2014-2015,30,73635,6094668,Orange,Saddleback Valley Unified,Lomarena Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,619.0,169.0,0.273021001615509,210.0,0.339256865912763,581.0,166.0,0.285714285714286,205.0,0.352839931153184,1
2014-2015,30,73635,6094676,Orange,Saddleback Valley Unified,San Joaquin Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,397.0,204.0,0.513853904282116,253.0,0.63727959697733,397.0,204.0,0.513853904282116,253.0,0.63727959697733,1
2014-2015,30,73635,6095145,Orange,Saddleback Valley Unified,Serrano Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,1233.0,259.0,0.210056772100568,335.0,0.271695052716951,1233.0,259.0,0.210056772100568,335.0,0.271695052716951,1
2014-2015,30,73635,6096044,Orange,Saddleback Valley Unified,Rancho Canada Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,696.0,134.0,0.192528735632184,164.0,0.235632183908046,696.0,134.0,0.192528735632184,164.0,0.235632183908046,1
2014-2015,30,73635,6097372,Orange,Saddleback Valley Unified,La Madera Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,626.0,121.0,0.193290734824281,162.0,0.258785942492013,626.0,121.0,0.193290734824281,162.0,0.258785942492013,1
2014-2015,30,73635,6101059,Orange,Saddleback Valley Unified,Del Lago Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,659.0,141.0,0.213960546282246,179.0,0.271623672230652,659.0,141.0,0.213960546282246,179.0,0.271623672230652,1
2014-2015,30,73635,6106926,Orange,Saddleback Valley Unified,Trabuco Mesa Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,P,6,581.0,63.0,0.108433734939759,86.0,0.14802065404475,581.0,63.0,0.108433734939759,86.0,0.14802065404475,1
2014-2015,30,73635,6109540,Orange,Saddleback Valley Unified,Cielo Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,821.0,258.0,0.314250913520097,343.0,0.417783191230207,785.0,253.0,0.322292993630573,336.0,0.428025477707006,1
2014-2015,30,73635,6110845,Orange,Saddleback Valley Unified,Lake Forest Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,894.0,207.0,0.231543624161074,262.0,0.293064876957494,894.0,207.0,0.231543624161074,262.0,0.293064876957494,1
2014-2015,30,73635,6110936,Orange,Saddleback Valley Unified,Portola Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,764.0,31.0,0.0405759162303665,42.0,0.0549738219895288,763.0,31.0,0.0406290956749672,42.0,0.055045871559633,1
2014-2015,30,73635,6111561,Orange,Saddleback Valley Unified,Rancho Santa Margarita Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,1353.0,123.0,0.0909090909090909,171.0,0.126385809312639,1353.0,123.0,0.0909090909090909,171.0,0.126385809312639,1
2014-2015,30,73635,6112452,Orange,Saddleback Valley Unified,Robinson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,655.0,47.0,0.0717557251908397,65.0,0.0992366412213741,655.0,47.0,0.0717557251908397,65.0,0.0992366412213741,1
2014-2015,30,73635,6112577,Orange,Saddleback Valley Unified,Foothill Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1100.0,58.0,0.0527272727272727,76.0,0.0690909090909091,1066.0,57.0,0.0534709193245779,75.0,0.0703564727954972,1
2014-2015,30,73635,6114888,Orange,Saddleback Valley Unified,Melinda Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1077.0,75.0,0.0696378830083566,95.0,0.0882079851439183,1077.0,75.0,0.0696378830083566,95.0,0.0882079851439183,1
2014-2015,30,73643,0000000,Orange,Tustin Unified,District Office,Unified School District,,,,,,,,K,Adult,11.0,,,,,11.0,,,,,1
2014-2015,30,73643,0000001,Orange,Tustin Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,9.0,2.0,0.222222222222222,2.0,0.222222222222222,9.0,2.0,0.222222222222222,2.0,0.222222222222222,1
2014-2015,30,73643,0102871,Orange,Tustin Unified,Arnold O. Beckman High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2648.0,439.0,0.165785498489426,603.0,0.227719033232628,2590.0,425.0,0.164092664092664,587.0,0.226640926640927,1
2014-2015,30,73643,0102889,Orange,Tustin Unified,Hicks Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,916.0,72.0,0.0786026200873363,104.0,0.11353711790393,916.0,72.0,0.0786026200873363,104.0,0.11353711790393,1
2014-2015,30,73643,0121152,Orange,Tustin Unified,Orchard Hills,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,1171.0,109.0,0.0930828351836038,150.0,0.128095644748079,1171.0,109.0,0.0930828351836038,150.0,0.128095644748079,1
2014-2015,30,73643,3030590,Orange,Tustin Unified,Sycamore High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,7,12,22.0,4.0,0.181818181818182,4.0,0.181818181818182,21.0,3.0,0.142857142857143,3.0,0.142857142857143,1
2014-2015,30,73643,3032109,Orange,Tustin Unified,Foothill High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2526.0,445.0,0.176167854315123,622.0,0.246239113222486,2435.0,435.0,0.17864476386037,608.0,0.249691991786448,1
2014-2015,30,73643,3032919,Orange,Tustin Unified,Hillview High (Continuation),Unified School District,Continuation High Schools,Continuation School,Provision 2,0,,,0,9,12,174.0,117.0,0.672413793103448,139.0,0.798850574712644,147.0,97.0,0.659863945578231,117.0,0.795918367346939,1
2014-2015,30,73643,3037553,Orange,Tustin Unified,Tustin High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2304.0,1179.0,0.51171875,1501.0,0.651475694444444,2237.0,1145.0,0.51184622261958,1463.0,0.654000894054537,1
2014-2015,30,73643,6030548,Orange,Tustin Unified,Arroyo Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,622.0,16.0,0.0257234726688103,22.0,0.0353697749196141,621.0,15.0,0.0241545893719807,21.0,0.0338164251207729,1
2014-2015,30,73643,6030555,Orange,Tustin Unified,Benjamin F. Beswick Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,678.0,501.0,0.738938053097345,597.0,0.880530973451327,678.0,501.0,0.738938053097345,597.0,0.880530973451327,1
2014-2015,30,73643,6030563,Orange,Tustin Unified,C. C. Lambert Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,523.0,411.0,0.78585086042065,481.0,0.919694072657744,522.0,411.0,0.787356321839081,481.0,0.921455938697318,1
2014-2015,30,73643,6030571,Orange,Tustin Unified,C. E. Utt Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,945.0,422.0,0.446560846560847,565.0,0.597883597883598,945.0,422.0,0.446560846560847,565.0,0.597883597883598,1
2014-2015,30,73643,6030589,Orange,Tustin Unified,Columbus Tustin Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,938.0,497.0,0.529850746268657,645.0,0.687633262260128,938.0,497.0,0.529850746268657,645.0,0.687633262260128,1
2014-2015,30,73643,6030605,Orange,Tustin Unified,Guin Foss Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,452.0,138.0,0.305309734513274,184.0,0.407079646017699,436.0,134.0,0.307339449541284,180.0,0.412844036697248,1
2014-2015,30,73643,6030613,Orange,Tustin Unified,Helen Estock Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,384.0,266.0,0.692708333333333,336.0,0.875,367.0,259.0,0.705722070844687,323.0,0.880108991825613,1
2014-2015,30,73643,6030621,Orange,Tustin Unified,Hewes Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,958.0,147.0,0.153444676409186,198.0,0.206680584551148,958.0,147.0,0.153444676409186,198.0,0.206680584551148,1
2014-2015,30,73643,6030639,Orange,Tustin Unified,Loma Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,540.0,207.0,0.383333333333333,274.0,0.507407407407407,540.0,207.0,0.383333333333333,274.0,0.507407407407407,1
2014-2015,30,73643,6030662,Orange,Tustin Unified,Red Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,582.0,48.0,0.0824742268041237,59.0,0.101374570446735,560.0,45.0,0.0803571428571429,56.0,0.1,1
2014-2015,30,73643,6030670,Orange,Tustin Unified,Marjorie Veeh Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,429.0,281.0,0.655011655011655,343.0,0.7995337995338,429.0,281.0,0.655011655011655,343.0,0.7995337995338,1
2014-2015,30,73643,6030688,Orange,Tustin Unified,Barbara Benson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,353.0,123.0,0.348441926345609,163.0,0.461756373937677,343.0,119.0,0.346938775510204,159.0,0.463556851311953,1
2014-2015,30,73643,6030696,Orange,Tustin Unified,Tustin Memorial Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,658.0,38.0,0.0577507598784195,60.0,0.0911854103343465,658.0,38.0,0.0577507598784195,60.0,0.0911854103343465,1
2014-2015,30,73643,6030704,Orange,Tustin Unified,W. R. Nelson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,643.0,302.0,0.469673405909798,383.0,0.595645412130638,605.0,288.0,0.47603305785124,366.0,0.60495867768595,1
2014-2015,30,73643,6066898,Orange,Tustin Unified,Robert Heideman Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,630.0,492.0,0.780952380952381,573.0,0.90952380952381,608.0,477.0,0.784539473684211,554.0,0.911184210526316,1
2014-2015,30,73643,6085369,Orange,Tustin Unified,Jeane Thorman Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,572.0,452.0,0.79020979020979,516.0,0.902097902097902,572.0,452.0,0.79020979020979,516.0,0.902097902097902,1
2014-2015,30,73643,6085377,Orange,Tustin Unified,A. G. Currie Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,0,,,0,6,8,763.0,605.0,0.792922673656619,696.0,0.91218872870249,763.0,605.0,0.792922673656619,696.0,0.91218872870249,1
2014-2015,30,73643,6113054,Orange,Tustin Unified,Tustin Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,679.0,123.0,0.181148748159057,165.0,0.24300441826215,679.0,123.0,0.181148748159057,165.0,0.24300441826215,1
2014-2015,30,73643,6114482,Orange,Tustin Unified,Peters Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,549.0,16.0,0.029143897996357,20.0,0.0364298724954463,523.0,14.0,0.0267686424474187,18.0,0.0344168260038241,1
2014-2015,30,73643,6116305,Orange,Tustin Unified,Pioneer Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1248.0,100.0,0.0801282051282051,147.0,0.117788461538462,1248.0,100.0,0.0801282051282051,147.0,0.117788461538462,1
2014-2015,30,73643,6118764,Orange,Tustin Unified,Ladera Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,376.0,16.0,0.0425531914893617,28.0,0.074468085106383,376.0,16.0,0.0425531914893617,28.0,0.074468085106383,1
2014-2015,30,73643,6118772,Orange,Tustin Unified,Myford Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,756.0,57.0,0.0753968253968254,83.0,0.10978835978836,756.0,57.0,0.0753968253968254,83.0,0.10978835978836,1
2014-2015,30,73650,0000001,Orange,Irvine Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,30.0,1.0,0.0333333333333333,2.0,0.0666666666666667,23.0,1.0,0.0434782608695652,2.0,0.0869565217391304,1
2014-2015,30,73650,0116046,Orange,Irvine Unified,Irvine Adult Transition Programs,Unified School District,Special Education Schools (Public),Special Education School,,0,,,0,12,Adult,61.0,1.0,0.0163934426229508,2.0,0.0327868852459016,1.0,,,,,1
2014-2015,30,73650,0127472,Orange,Irvine Unified,Jeffrey Trail Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,983.0,84.0,0.0854526958290946,127.0,0.129196337741607,983.0,84.0,0.0854526958290946,127.0,0.129196337741607,1
2014-2015,30,73650,0129155,Orange,Irvine Unified,Cypress Village Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,654.0,46.0,0.0703363914373089,73.0,0.111620795107034,618.0,41.0,0.0663430420711974,68.0,0.110032362459547,1
2014-2015,30,73650,0129296,Orange,Irvine Unified,Portola Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,242.0,17.0,0.0702479338842975,27.0,0.111570247933884,197.0,12.0,0.0609137055837564,22.0,0.111675126903553,1
2014-2015,30,73650,3030129,Orange,Irvine Unified,Creekside High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,116.0,53.0,0.456896551724138,60.0,0.517241379310345,107.0,47.0,0.439252336448598,54.0,0.504672897196262,1
2014-2015,30,73650,3030152,Orange,Irvine Unified,Irvine High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1968.0,343.0,0.174288617886179,450.0,0.228658536585366,1925.0,337.0,0.175064935064935,439.0,0.228051948051948,1
2014-2015,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2480.0,286.0,0.115322580645161,400.0,0.161290322580645,2424.0,283.0,0.116749174917492,393.0,0.162128712871287,1
2014-2015,30,73650,3030467,Orange,Irvine Unified,Alternative Education-San Joaquin High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,90.0,10.0,0.111111111111111,11.0,0.122222222222222,90.0,10.0,0.111111111111111,11.0,0.122222222222222,1
2014-2015,30,73650,3030657,Orange,Irvine Unified,Northwood High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2173.0,105.0,0.0483202945237,147.0,0.0676484123331799,2122.0,102.0,0.0480678605089538,143.0,0.0673892554194157,1
2014-2015,30,73650,3035102,Orange,Irvine Unified,University High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2527.0,312.0,0.123466561139691,383.0,0.151563118322121,2470.0,307.0,0.124291497975709,374.0,0.151417004048583,1
2014-2015,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,541.0,99.0,0.182994454713494,113.0,0.208872458410351,526.0,97.0,0.184410646387833,111.0,0.211026615969582,1
2014-2015,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,923.0,88.0,0.09534127843987,116.0,0.125677139761647,906.0,88.0,0.0971302428256071,116.0,0.1280353200883,1
2014-2015,30,73650,6071179,Orange,Irvine Unified,Rancho San Joaquin Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,856.0,103.0,0.120327102803738,136.0,0.158878504672897,856.0,103.0,0.120327102803738,136.0,0.158878504672897,1
2014-2015,30,73650,6085344,Orange,Irvine Unified,Woodbury Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1076.0,77.0,0.0715613382899628,101.0,0.0938661710037175,1056.0,76.0,0.071969696969697,100.0,0.0946969696969697,1
2014-2015,30,73650,6089429,Orange,Irvine Unified,Culverdale Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,762.0,218.0,0.286089238845144,258.0,0.338582677165354,743.0,214.0,0.288021534320323,254.0,0.34185733512786,1
2014-2015,30,73650,6089437,Orange,Irvine Unified,College Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,798.0,67.0,0.0839598997493734,100.0,0.12531328320802,798.0,67.0,0.0839598997493734,100.0,0.12531328320802,1
2014-2015,30,73650,6089445,Orange,Irvine Unified,Greentree Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,517.0,82.0,0.158607350096712,99.0,0.191489361702128,517.0,82.0,0.158607350096712,99.0,0.191489361702128,1
2014-2015,30,73650,6094718,Orange,Irvine Unified,Vista Verde,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,941.0,22.0,0.0233793836344315,32.0,0.0340063761955367,941.0,22.0,0.0233793836344315,32.0,0.0340063761955367,1
2014-2015,30,73650,6095137,Orange,Irvine Unified,Venado Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,577.0,68.0,0.117850953206239,103.0,0.178509532062392,577.0,68.0,0.117850953206239,103.0,0.178509532062392,1
2014-2015,30,73650,6096184,Orange,Irvine Unified,Deerfield Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,671.0,90.0,0.134128166915052,116.0,0.172876304023845,650.0,83.0,0.127692307692308,109.0,0.167692307692308,1
2014-2015,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1122.0,58.0,0.0516934046345811,82.0,0.0730837789661319,1122.0,58.0,0.0516934046345811,82.0,0.0730837789661319,1
2014-2015,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,579.0,24.0,0.0414507772020725,36.0,0.0621761658031088,579.0,24.0,0.0414507772020725,36.0,0.0621761658031088,1
2014-2015,30,73650,6097042,Orange,Irvine Unified,Bonita Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,495.0,21.0,0.0424242424242424,22.0,0.0444444444444444,495.0,21.0,0.0424242424242424,22.0,0.0444444444444444,1
2014-2015,30,73650,6098511,Orange,Irvine Unified,Lakeside Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,650.0,69.0,0.106153846153846,98.0,0.150769230769231,650.0,69.0,0.106153846153846,98.0,0.150769230769231,1
2014-2015,30,73650,6098529,Orange,Irvine Unified,Santiago Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,619.0,51.0,0.0823909531502423,62.0,0.10016155088853,598.0,45.0,0.0752508361204013,56.0,0.0936454849498328,1
2014-2015,30,73650,6100317,Orange,Irvine Unified,Eastshore Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,635.0,74.0,0.116535433070866,93.0,0.146456692913386,621.0,74.0,0.119162640901771,91.0,0.146537842190016,1
2014-2015,30,73650,6100838,Orange,Irvine Unified,Alderwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,835.0,61.0,0.0730538922155689,90.0,0.107784431137725,835.0,61.0,0.0730538922155689,90.0,0.107784431137725,1
2014-2015,30,73650,6100861,Orange,Irvine Unified,Northwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,722.0,145.0,0.200831024930748,163.0,0.225761772853186,722.0,145.0,0.200831024930748,163.0,0.225761772853186,1
2014-2015,30,73650,6100879,Orange,Irvine Unified,Sierra Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,733.0,62.0,0.0845839017735334,83.0,0.113233287858117,733.0,62.0,0.0845839017735334,83.0,0.113233287858117,1
2014-2015,30,73650,6102719,Orange,Irvine Unified,Brywood Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,603.0,65.0,0.107794361525705,86.0,0.142620232172471,603.0,65.0,0.107794361525705,86.0,0.142620232172471,1
2014-2015,30,73650,6106850,Orange,Irvine Unified,Meadow Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,685.0,70.0,0.102189781021898,94.0,0.137226277372263,684.0,70.0,0.10233918128655,94.0,0.137426900584795,1
2014-2015,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,662.0,84.0,0.126888217522659,115.0,0.173716012084592,648.0,83.0,0.128086419753086,114.0,0.175925925925926,1
2014-2015,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,766.0,68.0,0.0887728459530026,94.0,0.122715404699739,746.0,68.0,0.0911528150134048,92.0,0.123324396782842,1
2014-2015,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,678.0,133.0,0.196165191740413,189.0,0.278761061946903,678.0,133.0,0.196165191740413,189.0,0.278761061946903,1
2014-2015,30,73650,6115455,Orange,Irvine Unified,Canyon View Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,795.0,28.0,0.0352201257861635,48.0,0.060377358490566,795.0,28.0,0.0352201257861635,48.0,0.060377358490566,1
2014-2015,30,73650,6115786,Orange,Irvine Unified,Plaza Vista,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,951.0,80.0,0.0841219768664564,112.0,0.117770767613039,930.0,80.0,0.0860215053763441,112.0,0.120430107526882,1
2014-2015,30,73650,6120141,Orange,Irvine Unified,Oak Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,876.0,88.0,0.100456621004566,114.0,0.13013698630137,876.0,88.0,0.100456621004566,114.0,0.13013698630137,1
2014-2015,30,73924,0000001,Orange,Los Alamitos Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,12.0,,,,,6.0,,,,,1
2014-2015,30,73924,3033917,Orange,Los Alamitos Unified,Los Alamitos High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,3292.0,315.0,0.0956865127582017,453.0,0.137606318347509,3231.0,304.0,0.0940885174868462,442.0,0.136799752398638,1
